"customerID","Contract","tenure","MonthlyCharges","TechSupport","churn_flag","churn_risk_score","churn_risk_level"
"1172-VIYBP",Two year,53,69.7,No,0,2,Low
"5649-VUKMC",One year,12,95.5,No,1,7,High
"6559-PDZLR",Month-to-month,26,98.65,Yes,0,7,High
"8992-OBVDG",Month-to-month,21,61.65,No,0,2,Low
"4273-MBHYA",Month-to-month,1,89.35,No,0,7,High
"4724-WXVWF",Month-to-month,48,95.4,Yes,0,7,High
"5701-GUXDC",One year,26,35.4,No,0,2,Low
"1460-UZPRJ",Two year,60,19.95,No internet service,0,2,Low
"6082-GLJIX",Month-to-month,18,19.25,No internet service,0,2,Low
"5143-EGQFK",Month-to-month,10,29.65,Yes,1,4,Medium
"4919-IKATY",Month-to-month,5,84.5,No,1,7,High
"2495-TTHBQ",One year,4,20.4,No internet service,0,4,Medium
"0485-ZBSLN",Two year,65,24.75,No internet service,0,2,Low
"3810-PJUHR",Two year,70,25.35,No internet service,0,2,Low
"9050-QLROH",Month-to-month,18,90.7,No,1,7,High
"0847-HGRML",Two year,62,20.0,No internet service,0,2,Low
"8232-CTLKO",Two year,66,59.75,No,0,2,Low
"9227-YBAXE",Two year,65,82.5,Yes,0,7,High
"6168-WFVVF",Month-to-month,3,70.3,No,1,7,High
"9860-LISIZ",Month-to-month,34,20.35,No internet service,0,2,Low
"0112-QAWRZ",Month-to-month,16,90.8,No,0,7,High
"0877-SDMBN",One year,54,103.95,No,1,7,High
"2786-GCDPI",Month-to-month,50,104.95,Yes,0,7,High
"4043-MKDTV",Two year,71,105.25,Yes,0,7,High
"8065-YKXKD",Month-to-month,10,74.75,No,1,5,High
"9637-EIHEQ",Month-to-month,1,50.8,Yes,1,7,High
"9229-RQABD",One year,18,23.75,No internet service,0,2,Low
"8313-KTIHG",Month-to-month,4,61.3,Yes,0,7,High
"5320-BRKGK",Two year,58,75.8,Yes,0,5,High
"6284-KMNUF",One year,56,98.0,No,0,7,High
"9689-PTNPG",Month-to-month,2,80.25,No,1,7,High
"9465-RWMXL",Month-to-month,32,78.9,No,1,5,High
"6229-UOLQL",One year,56,52.0,Yes,0,2,Low
"2362-IBOOY",Month-to-month,36,84.75,No,1,7,High
"3137-LUPIX",Month-to-month,4,64.4,Yes,0,7,High
"0843-WTBXE",Month-to-month,53,85.45,No,1,7,High
"6143-JQKEA",Month-to-month,10,45.8,No,0,4,Medium
"8676-OOQEJ",Month-to-month,4,30.5,Yes,0,7,High
"5515-IDEJJ",Month-to-month,1,19.9,No internet service,1,7,High
"9701-CDXHR",Month-to-month,51,69.15,No,0,2,Low
"7450-NWRTR",Month-to-month,12,99.45,No,1,7,High
"8124-NZVGJ",One year,6,49.25,Yes,0,4,Medium
"2162-FRZAA",Two year,63,39.35,Yes,0,2,Low
"5376-DEQCP",Month-to-month,1,70.6,No,1,7,High
"5118-MUEYH",Month-to-month,48,105.1,Yes,0,7,High
"9095-HFAFX",Month-to-month,5,81.0,No,1,7,High
"5627-TVBPP",One year,35,20.1,No internet service,0,2,Low
"2379-ENZGV",Month-to-month,6,84.85,No,1,7,High
"3936-QQFLL",Month-to-month,2,19.75,No internet service,0,7,High
"2589-AYCRP",One year,50,19.75,No internet service,0,2,Low
"4067-HLYQI",Month-to-month,33,70.4,No,0,5,High
"5124-EOGYE",Two year,31,20.45,No internet service,0,2,Low
"5057-RKGLH",Two year,9,20.35,No internet service,0,4,Medium
"0292-WEGCH",Month-to-month,54,86.2,Yes,0,7,High
"8910-ICHIU",One year,46,95.65,No,0,7,High
"4097-YODCF",One year,34,103.8,No,0,7,High
"9715-WZCLW",Two year,71,97.2,No,0,7,High
"9786-YWNHU",Two year,63,63.55,Yes,0,2,Low
"6407-GSJNL",Two year,51,24.95,No internet service,0,2,Low
"6005-OBZPH",Month-to-month,26,89.15,No,1,7,High
"4049-ZPALD",Two year,64,99.0,No,0,7,High
"7932-WPTDS",Month-to-month,1,24.8,No,1,7,High
"3733-UOCWF",One year,61,85.55,Yes,0,7,High
"6833-JMZYP",Month-to-month,15,94.0,No,0,7,High
"2722-VOJQL",One year,64,105.65,Yes,1,7,High
"1310-QRITU",Month-to-month,18,50.3,No,0,2,Low
"8961-QDZZJ",One year,57,95.0,No,0,7,High
"9715-SBVSU",Two year,14,61.4,No,0,2,Low
"8490-BXHEO",Month-to-month,18,80.55,No,0,7,High
"7173-TETGO",Two year,72,78.5,No,0,5,High
"7929-SKFGK",Two year,70,114.3,Yes,0,7,High
"2300-RQGOI",Two year,38,20.05,No internet service,0,2,Low
"3563-SVYLG",Two year,68,62.65,Yes,0,2,Low
"5228-EXCET",Month-to-month,13,80.85,No,1,7,High
"6435-VWCCY",Two year,65,92.7,No,0,7,High
"4998-IKFSE",Month-to-month,30,100.45,No,0,7,High
"8630-QSGXK",Two year,51,75.2,Yes,0,5,High
"2455-USLMV",Month-to-month,31,84.75,No,0,7,High
"7394-FKDNK",Month-to-month,9,89.45,No,1,7,High
"9488-FVZCC",Two year,72,79.5,Yes,0,5,High
"6331-LWDTQ",Month-to-month,10,72.15,No,1,5,High
"5995-WWKKG",One year,37,19.8,No internet service,0,2,Low
"1597-FZREH",Month-to-month,2,76.4,Yes,1,7,High
"7879-CGSFV",One year,55,100.9,No,0,7,High
"9921-EZKBY",Month-to-month,33,95.3,No,0,7,High
"7432-FFVAR",One year,46,90.95,Yes,0,7,High
"7246-ZGQDF",Month-to-month,1,54.5,Yes,0,7,High
"7000-WCEVQ",Month-to-month,20,61.6,No,1,2,Low
"0727-IWKVK",Month-to-month,9,79.9,No,1,5,High
"5959-BELXA",Month-to-month,32,96.15,No,1,7,High
"4456-RHSNB",Month-to-month,19,49.6,No,0,2,Low
"3512-IZIKN",Two year,70,65.3,Yes,1,2,Low
"2481-SBOYW",Two year,61,25.0,No internet service,0,2,Low
"7109-MFBYV",Month-to-month,26,45.45,No,0,2,Low
"1833-TCXKK",Month-to-month,45,107.75,No,0,7,High
"1832-PEUTS",Two year,62,89.1,No,0,7,High
"6141-OOXUQ",Month-to-month,1,19.65,No internet service,1,7,High
"8660-BUETV",Month-to-month,3,44.75,No,0,7,High
"0580-PIQHM",One year,41,101.6,No,0,7,High
"5696-CEIQJ",Two year,67,103.15,Yes,0,7,High
"7503-ZGUZJ",Month-to-month,1,84.65,No,1,7,High
"1696-HXOWK",One year,71,95.65,No,0,7,High
"3026-ATZYV",One year,37,75.1,No,0,5,High
"4012-YCFAI",Two year,60,61.35,Yes,0,2,Low
"2506-TNFCO",Month-to-month,1,69.55,No,1,7,High
"9970-QBCDA",Month-to-month,6,19.7,No internet service,0,4,Medium
"8718-PTMEZ",Month-to-month,13,31.05,No,1,2,Low
"9496-IVVRP",Month-to-month,11,51.0,No,0,4,Medium
"2207-OBZNX",Month-to-month,7,51.0,No,1,4,Medium
"2657-VPXTA",Month-to-month,10,88.85,No,0,7,High
"6551-VLJMV",Two year,34,20.05,No internet service,0,2,Low
"1221-GHZEP",Two year,62,65.1,Yes,0,2,Low
"9289-LBQVU",One year,64,70.15,Yes,0,5,High
"6142-VSJQO",Month-to-month,1,44.35,No,1,7,High
"3458-IDMFK",Two year,25,20.75,No internet service,0,2,Low
"6933-FHBZC",One year,26,56.05,No,0,2,Low
"0221-NAUXK",One year,10,19.95,No internet service,0,4,Medium
"9770-KXGQU",One year,53,98.6,No,0,7,High
"6437-UKHMV",Month-to-month,7,79.7,No,1,5,High
"6538-POCHL",Month-to-month,33,79.0,No,0,5,High
"6726-NNFWD",Two year,71,89.45,No,0,7,High
"3002-WQZWT",Month-to-month,29,74.2,No,0,5,High
"4277-UDIEF",Month-to-month,24,81.0,Yes,0,7,High
"1208-NBVFH",Month-to-month,20,49.6,No,0,2,Low
"4912-PIGUY",Month-to-month,1,84.6,No,0,7,High
"1114-CENIM",Month-to-month,54,55.0,No,1,2,Low
"6060-DRTNL",Month-to-month,5,84.85,No,1,7,High
"2725-TTRIQ",Two year,72,84.2,Yes,0,7,High
"3374-TTZTK",Two year,52,106.3,Yes,0,7,High
"8990-ZXLSU",Month-to-month,9,69.05,No,0,4,Medium
"2275-RBYQS",Month-to-month,1,45.4,No,0,7,High
"8473-VUVJN",Month-to-month,1,73.65,No,1,7,High
"6289-CPNLD",One year,33,73.9,Yes,1,5,High
"5536-SLHPM",Month-to-month,55,77.75,No,1,5,High
"4419-UJMUS",Two year,69,99.35,Yes,0,7,High
"7794-JASDG",Month-to-month,1,50.75,No,0,7,High
"7609-YBPXG",Two year,54,87.1,Yes,0,7,High
"5519-TEEUH",One year,33,20.15,No internet service,0,2,Low
"7856-GANIL",One year,45,98.7,Yes,0,7,High
"0804-XBFBV",Month-to-month,11,25.2,No,0,4,Medium
"2676-OXPPQ",Month-to-month,6,55.7,No,0,4,Medium
"3703-TTEPD",Month-to-month,21,65.35,No,0,2,Low
"2799-TSLAG",Two year,65,25.3,No internet service,0,2,Low
"0196-VULGZ",Month-to-month,6,84.35,No,1,7,High
"8837-VVWLQ",Month-to-month,8,84.95,No,1,7,High
"2696-NARTR",Month-to-month,11,73.85,Yes,1,5,High
"2208-NKVVH",Two year,43,24.25,No internet service,0,2,Low
"7614-QVWQL",One year,49,51.8,No,1,2,Low
"1976-CFOCS",Month-to-month,1,46.0,No,1,7,High
"4631-OACRM",Month-to-month,15,79.4,No,1,5,High
"7139-JZFVG",Two year,60,60.5,No,0,2,Low
"4987-GQWPO",Month-to-month,17,25.1,No,0,2,Low
"3755-JBMNH",Month-to-month,16,71.8,No,1,5,High
"1757-TCATG",One year,35,20.05,No internet service,0,2,Low
"6345-ULYRW",One year,44,88.4,No,1,7,High
"4776-XSKYQ",One year,12,30.25,Yes,0,2,Low
"8048-DSDFQ",Month-to-month,1,20.2,No internet service,0,7,High
"5753-QQWPW",One year,28,59.9,Yes,0,2,Low
"6010-DDPPW",Two year,70,25.15,No internet service,0,2,Low
"1809-DMJHQ",Month-to-month,5,46.0,No,1,7,High
"6693-FRIRW",Month-to-month,18,101.3,No,0,7,High
"6586-MYGKD",Two year,70,76.95,Yes,0,5,High
"3173-NVMPX",Month-to-month,9,55.3,No,0,4,Medium
"0248-PGHBZ",Two year,67,92.45,Yes,0,7,High
"0623-GDISB",Month-to-month,1,48.45,No,0,7,High
"2892-GESUL",Two year,18,19.35,No internet service,0,2,Low
"6923-EFPNL",Month-to-month,4,51.75,No,1,7,High
"7472-EQOAV",One year,71,86.7,No,0,7,High
"9574-RKJIF",Month-to-month,30,94.4,No,1,7,High
"2043-WVTQJ",Month-to-month,1,55.7,No,0,7,High
"8034-RYTVV",One year,55,84.25,No,0,7,High
"3863-QSTYI",Month-to-month,59,64.65,Yes,0,2,Low
"2619-WFQWU",Month-to-month,1,70.15,No,1,7,High
"5044-LRQAQ",Month-to-month,7,69.2,No,0,4,Medium
"1716-LSAMB",Two year,45,54.65,Yes,0,2,Low
"1333-PBMXB",One year,54,24.75,No internet service,0,2,Low
"6546-OPBBH",One year,51,23.95,No internet service,0,2,Low
"5985-BEHZK",One year,72,105.0,No,0,7,High
"9127-QRZMH",One year,44,59.85,Yes,0,2,Low
"5919-VCZYM",Month-to-month,2,20.05,No internet service,0,7,High
"9644-KVCNC",One year,66,92.15,No,0,7,High
"2137-DQMEV",One year,68,44.8,No,0,2,Low
"8174-LNWMW",Two year,31,20.9,No internet service,0,2,Low
"9279-CJEOJ",Month-to-month,21,95.4,No,0,7,High
"7964-VEXDG",Month-to-month,21,80.35,No,0,7,High
"2404-JIBFC",Two year,55,85.1,Yes,0,7,High
"0778-NELLA",Month-to-month,9,34.7,No,1,4,Medium
"8029-XYPWT",Two year,71,115.05,Yes,0,7,High
"4614-NUVZD",Month-to-month,1,81.1,No,1,7,High
"4632-PAOYU",One year,22,19.95,No internet service,0,2,Low
"3803-KMQFW",Month-to-month,1,20.55,No internet service,1,7,High
"6804-GDMOI",Two year,61,106.6,Yes,1,7,High
"2990-OGYTD",Two year,67,86.15,Yes,0,7,High
"6646-JPPHA",Month-to-month,14,78.85,No,0,5,High
"9572-MTILT",Month-to-month,59,106.75,Yes,1,7,High
"7658-UYUQS",Month-to-month,21,86.55,No,0,7,High
"7880-XSOJX",Month-to-month,4,42.4,Yes,0,7,High
"9611-CTWIH",Month-to-month,3,89.45,No,1,7,High
"4589-IUAJB",Two year,70,24.25,No internet service,0,2,Low
"0329-GTIAJ",Month-to-month,3,97.9,Yes,1,7,High
"8746-BFOAJ",One year,21,20.5,No internet service,0,2,Low
"8457-XIGKN",Month-to-month,20,19.6,No internet service,0,2,Low
"6072-NUQCB",One year,22,20.25,No internet service,0,2,Low
"6629-CZTTH",Month-to-month,1,55.7,No,1,7,High
"8838-GPHZP",Two year,63,20.6,No internet service,0,2,Low
"8750-QWZAJ",Two year,70,19.8,No internet service,0,2,Low
"5364-EVNIB",Month-to-month,13,79.8,No,1,5,High
"6918-UMQCG",Month-to-month,5,80.2,No,0,7,High
"0675-NCDYU",Two year,72,116.4,Yes,0,7,High
"6339-DKLMK",Month-to-month,13,31.65,No,0,2,Low
"1346-PJWTK",Month-to-month,61,94.15,Yes,0,7,High
"5088-QZLRL",Month-to-month,1,20.65,No internet service,0,7,High
"8023-QHAIO",Month-to-month,56,76.85,Yes,0,5,High
"4397-FRLTA",Month-to-month,4,20.15,No internet service,0,7,High
"3057-VJJQE",Two year,35,55.25,No,0,2,Low
"5087-SUURX",Month-to-month,18,39.05,No,1,2,Low
"2302-OUZXB",Two year,72,82.15,No,0,7,High
"8133-ANHHJ",One year,49,103.0,Yes,0,7,High
"2270-CHBFN",Month-to-month,44,95.1,Yes,0,7,High
"0013-EXCHZ",Month-to-month,3,83.9,Yes,1,7,High
"5982-FPVQN",Month-to-month,37,95.15,No,0,7,High
"9107-UKCKY",One year,61,79.8,No,0,5,High
"4654-ULTTN",Two year,70,74.8,Yes,0,5,High
"5550-VFRLC",Month-to-month,1,69.85,No,1,7,High
"5546-BYZSM",Month-to-month,41,20.45,No internet service,0,2,Low
"1492-KGETH",One year,70,78.35,Yes,0,5,High
"4929-BSTRX",Month-to-month,1,53.55,No,1,7,High
"4163-HFTUK",One year,51,19.1,No internet service,0,2,Low
"8215-NGSPE",Two year,42,20.0,No internet service,0,2,Low
"2225-ZRGSG",Two year,70,93.9,Yes,1,7,High
"8859-YSTWS",One year,48,19.95,No internet service,0,2,Low
"5271-YNWVR",Two year,68,113.15,Yes,1,7,High
"7601-DHFWZ",Two year,48,24.0,No internet service,0,2,Low
"2657-ALMWY",Month-to-month,26,84.95,No,1,7,High
"6330-JKLPC",Month-to-month,11,80.5,No,1,7,High
"4667-OHGKG",Month-to-month,1,19.3,No internet service,1,7,High
"1998-VHJHK",One year,27,19.15,No internet service,0,2,Low
"1707-HABPF",One year,46,91.3,No,0,7,High
"1660-HSOOQ",Month-to-month,1,49.65,No,1,7,High
"7253-UVNDW",Two year,46,54.35,Yes,1,2,Low
"0487-VVUVK",Month-to-month,25,19.15,No internet service,0,2,Low
"7228-OMTPN",Month-to-month,4,88.45,No,1,7,High
"5063-IUOKK",Two year,13,19.75,No internet service,0,2,Low
"4508-OEBEY",One year,31,75.5,Yes,0,5,High
"0027-KWYKW",Month-to-month,23,83.75,No,0,7,High
"2308-STERM",Month-to-month,2,19.4,No internet service,0,7,High
"5982-XMDEX",Two year,65,26.5,No internet service,0,2,Low
"6284-AHOOQ",Month-to-month,22,90.5,Yes,1,7,High
"6051-PTVNS",One year,55,19.15,No internet service,0,2,Low
"2344-JMOGN",Month-to-month,9,94.85,Yes,1,7,High
"3799-ISUZQ",Month-to-month,7,69.95,No,1,4,Medium
"2877-VDUER",One year,35,40.9,Yes,0,2,Low
"9152-AMKAK",Two year,6,80.25,Yes,0,7,High
"1794-HBQTJ",Month-to-month,1,48.6,No,1,7,High
"9432-VOFYX",Month-to-month,17,70.8,No,0,5,High
"8049-WJCLQ",Month-to-month,10,60.2,No,0,4,Medium
"6586-PSJOX",One year,15,55.2,Yes,0,2,Low
"2460-FPSYH",Month-to-month,40,55.8,No,1,2,Low
"9705-ZJBCG",One year,13,54.15,Yes,0,2,Low
"4818-DRBQT",Month-to-month,29,80.15,No,1,7,High
"1320-HTRDR",Month-to-month,3,75.5,No,1,7,High
"6847-KJLTS",Month-to-month,58,100.4,Yes,0,7,High
"9670-BPNXF",One year,45,62.55,Yes,0,2,Low
"3913-FCUUW",Two year,72,70.45,Yes,0,5,High
"3301-VKTGC",One year,68,85.5,No,0,7,High
"1493-AMTIE",Month-to-month,1,20.2,No internet service,1,7,High
"9555-SAHUZ",Month-to-month,38,54.5,No,0,2,Low
"0816-TSPHQ",Month-to-month,2,20.75,No internet service,0,7,High
"9932-WBWIK",Month-to-month,11,20.35,No internet service,0,4,Medium
"4619-EVPHY",One year,20,91.0,No,0,7,High
"5286-YHCVC",Two year,72,104.8,No,0,7,High
"6424-ELEYH",Month-to-month,3,74.75,No,1,7,High
"4391-RESHN",Month-to-month,23,104.05,Yes,1,7,High
"9115-YQHGA",Month-to-month,40,51.1,Yes,0,2,Low
"4462-CYWMH",Month-to-month,62,89.8,No,0,7,High
"8963-MQVYN",Month-to-month,22,20.55,No internet service,0,2,Low
"2458-EOMRE",Month-to-month,11,64.05,No,0,4,Medium
"9334-GWGOW",Month-to-month,7,74.85,No,0,5,High
"6821-BUXUX",Month-to-month,13,96.65,No,1,7,High
"5028-HTLJB",Month-to-month,1,20.05,No internet service,1,7,High
"9801-GDWGV",Month-to-month,39,103.45,No,1,7,High
"6542-LWGXJ",Month-to-month,3,25.0,No,0,7,High
"5567-GZKQY",Two year,58,20.3,No internet service,0,2,Low
"1222-LRYKO",Month-to-month,6,26.35,No internet service,0,4,Medium
"2320-JRSDE",Month-to-month,1,19.9,No internet service,1,7,High
"2087-QAREY",Month-to-month,22,54.7,No,0,2,Low
"0601-WZHJF",Month-to-month,14,46.35,No,1,2,Low
"4423-JWZJN",One year,64,90.25,No,0,7,High
"5143-WMWOG",Month-to-month,1,19.95,No internet service,1,7,High
"6490-FGZAT",Month-to-month,6,20.65,No internet service,0,4,Medium
"5393-RXQSZ",Month-to-month,1,79.6,No,1,7,High
"7452-FOLON",One year,39,25.45,No internet service,0,2,Low
"2320-TZRRH",One year,20,19.5,No internet service,0,2,Low
"0231-LXVAP",Month-to-month,1,75.9,Yes,1,7,High
"9444-JTXHZ",Month-to-month,1,76.2,No,1,7,High
"4942-VZZOM",One year,64,66.15,No,0,2,Low
"5510-BOIUJ",Month-to-month,1,19.25,No internet service,1,7,High
"7502-BNYGS",Month-to-month,46,69.1,No,0,2,Low
"4291-HYEBC",One year,28,39.1,No,0,2,Low
"6147-CBCRA",Month-to-month,33,20.05,No internet service,0,2,Low
"6047-SUHPR",One year,39,59.8,No,0,2,Low
"4471-KXAUH",Month-to-month,42,84.3,Yes,1,7,High
"9752-ZNQUT",Month-to-month,1,48.6,No,0,7,High
"7638-QVMVY",Month-to-month,7,79.0,No,1,5,High
"1576-PFZIW",Two year,70,105.35,No,0,7,High
"5666-MBJPT",Two year,65,25.1,No internet service,0,2,Low
"7312-XSBAT",Month-to-month,1,49.75,No,0,7,High
"3096-GKWEB",Month-to-month,18,94.75,No,0,7,High
"2371-JQHZZ",Month-to-month,24,93.0,No,0,7,High
"0674-GCDXG",Two year,63,71.9,Yes,0,5,High
"1121-QSIVB",One year,44,77.55,No,0,5,High
"4396-KLSEH",Month-to-month,4,19.85,No internet service,0,7,High
"3244-DCJWY",Month-to-month,1,70.25,No,1,7,High
"2824-MYYBN",Month-to-month,37,95.25,No,0,7,High
"0875-CABNR",Month-to-month,10,84.6,No,1,7,High
"6345-HOVES",Month-to-month,34,25.05,No,0,2,Low
"8318-LCNBW",One year,35,53.15,No,0,2,Low
"6469-QJKZW",Month-to-month,4,20.15,No internet service,0,7,High
"0147-ESWWR",Month-to-month,39,101.25,Yes,0,7,High
"1217-VASWC",One year,43,100.55,No,0,7,High
"7812-FZHPE",Month-to-month,17,24.1,No internet service,1,2,Low
"6370-ZVHDV",Two year,61,25.3,No internet service,0,2,Low
"5915-DGNVC",One year,49,71.8,No,0,5,High
"6260-XLACS",One year,4,19.7,No internet service,0,4,Medium
"3566-CAAYU",Two year,64,49.85,Yes,0,2,Low
"4983-CCWMC",Month-to-month,3,69.6,No,0,7,High
"9103-CXVOK",Month-to-month,1,19.75,No internet service,0,7,High
"2896-TBNBE",One year,40,80.8,No,0,7,High
"4797-AXPXK",Month-to-month,1,60.0,Yes,1,7,High
"5229-PRWKT",Month-to-month,8,86.55,No,1,7,High
"6982-UQZLY",Month-to-month,1,20.85,No internet service,1,7,High
"2522-WLNSF",One year,34,64.2,Yes,0,2,Low
"3841-CONLJ",Month-to-month,1,35.0,No,0,7,High
"5057-LCOUI",Month-to-month,39,50.75,No,1,2,Low
"0193-ESZXP",One year,58,105.5,Yes,1,7,High
"4475-NVTLU",Two year,45,19.2,No internet service,0,2,Low
"4369-HTUIF",Month-to-month,6,85.15,No,1,7,High
"9386-LDCZR",One year,43,90.65,Yes,0,7,High
"9585-KKMFD",Two year,41,20.0,No internet service,0,2,Low
"5399-ZIMKF",Month-to-month,5,74.65,No,0,7,High
"0336-KXKFK",Two year,72,61.2,Yes,0,2,Low
"5619-XZZKR",One year,4,19.95,No internet service,0,4,Medium
"3948-FVVRP",Month-to-month,9,54.8,Yes,0,4,Medium
"5327-XOKKY",Two year,72,73.45,No,0,5,High
"0983-TATYJ",One year,33,51.45,Yes,0,2,Low
"1813-JYWTO",Two year,72,80.45,No,0,7,High
"0156-FVPTA",Month-to-month,22,54.2,Yes,1,2,Low
"1984-FCOWB",One year,70,109.5,Yes,1,7,High
"0654-HMSHN",Month-to-month,21,104.4,No,1,7,High
"6719-OXYBR",Month-to-month,15,85.3,No,0,7,High
"3312-ZWLGF",Month-to-month,29,79.3,Yes,0,5,High
"6476-YHMGA",Month-to-month,15,76.5,Yes,0,5,High
"5287-QWLKY",Month-to-month,71,105.1,No,1,7,High
"0795-XCCTE",Two year,72,25.4,No internet service,0,2,Low
"0168-XZKBB",Month-to-month,19,86.85,No,0,7,High
"3785-NRHYR",Month-to-month,1,19.65,No internet service,0,7,High
"5196-SGOAK",Month-to-month,1,75.7,No,1,7,High
"4537-DKTAL",Month-to-month,2,45.55,No,0,7,High
"7072-MBHEV",Month-to-month,11,78.1,No,0,5,High
"5602-BVFMK",One year,12,19.3,No internet service,0,2,Low
"6297-NOOPG",Two year,70,110.5,Yes,0,7,High
"1891-UAWWU",Month-to-month,20,90.8,No,1,7,High
"8204-TIFGJ",Month-to-month,23,20.3,No internet service,0,2,Low
"8050-DVOJX",Two year,49,81.35,Yes,0,7,High
"6108-OQZDQ",Month-to-month,4,97.95,No,1,7,High
"0363-QJVFX",Month-to-month,32,108.15,Yes,1,7,High
"8903-XEBGX",Month-to-month,2,55.3,No,0,7,High
"8169-SAEJD",Two year,69,56.55,No,0,2,Low
"9840-DVNDC",Month-to-month,6,80.5,No,1,7,High
"1089-XZWHH",Two year,24,19.7,No internet service,0,2,Low
"2325-WINES",One year,32,104.05,No,0,7,High
"6064-ZATLR",Two year,27,52.85,No,0,2,Low
"3096-JRDSO",Month-to-month,27,104.3,Yes,1,7,High
"7824-PANSQ",Month-to-month,58,80.65,Yes,0,7,High
"8042-JVNFH",Month-to-month,1,71.35,No,1,7,High
"9648-BCHKM",Two year,18,24.65,No internet service,0,2,Low
"2888-ADFAO",Two year,47,21.3,No internet service,0,2,Low
"8707-HOEDG",Two year,70,110.2,Yes,0,7,High
"3374-LXDEV",Month-to-month,13,89.4,Yes,1,7,High
"4072-IPYLT",Month-to-month,36,51.05,No,0,2,Low
"7167-PCEYD",Two year,67,19.8,No internet service,0,2,Low
"4936-YPJNK",Month-to-month,10,19.9,No internet service,0,4,Medium
"1580-BMCMR",Month-to-month,19,87.3,No,0,7,High
"4817-KEQSP",Two year,71,19.85,No internet service,0,2,Low
"6408-WHTEF",Two year,72,89.4,Yes,0,7,High
"9251-AWQGT",Two year,48,20.0,No internet service,0,2,Low
"8749-CLJXC",Month-to-month,1,20.05,No internet service,0,7,High
"7989-VCQOH",Month-to-month,18,83.25,Yes,0,7,High
"5049-GLYVG",Month-to-month,1,20.6,No internet service,1,7,High
"4199-QHJNM",Two year,67,102.9,Yes,0,7,High
"8882-TLVRW",Two year,69,39.1,Yes,0,2,Low
"5883-GTGVD",Month-to-month,19,99.95,No,1,7,High
"5135-GRQJV",Two year,72,114.5,Yes,0,7,High
"2384-OVPSA",Two year,38,20.2,No internet service,0,2,Low
"1371-WEPDS",One year,40,55.8,No,0,2,Low
"3580-GICBM",Two year,61,24.2,No internet service,0,2,Low
"4817-QRJSX",Month-to-month,10,81.0,No,1,7,High
"9730-DRTMJ",One year,32,72.8,Yes,0,5,High
"4686-UXDML",Month-to-month,21,99.85,No,0,7,High
"3349-ANQNH",One year,59,99.5,No,0,7,High
"2398-YPMUR",Month-to-month,13,70.15,No,1,5,High
"0932-YIXYU",Two year,47,20.25,No internet service,0,2,Low
"7480-SPLEF",Two year,69,26.0,No internet service,0,2,Low
"7636-XUHWW",Month-to-month,2,19.9,No internet service,0,7,High
"1431-CYWMH",Month-to-month,22,19.05,No internet service,0,2,Low
"5937-EORGB",Month-to-month,15,96.5,No,0,7,High
"6349-JDHQP",Two year,53,19.85,No internet service,0,2,Low
"5539-HIVAK",Month-to-month,28,25.7,No internet service,0,2,Low
"5847-MXBEO",One year,22,20.3,No internet service,0,2,Low
"9985-MWVIX",Month-to-month,1,70.15,No,1,7,High
"4583-PARNH",Month-to-month,16,91.55,Yes,0,7,High
"1116-FRYVH",Two year,48,39.4,Yes,0,2,Low
"1421-HCERK",Month-to-month,30,105.7,Yes,0,7,High
"9633-XQABV",Month-to-month,3,70.25,No,0,7,High
"0716-BQNDX",Two year,57,93.75,Yes,0,7,High
"1265-XTECC",One year,68,96.55,No,1,7,High
"1183-CANVH",One year,23,60.0,Yes,0,2,Low
"1972-XMUWV",Two year,65,59.8,Yes,0,2,Low
"8679-LZBMD",One year,44,90.65,No,0,7,High
"3407-JMJQQ",Two year,71,109.0,No,0,7,High
"6252-DFGTK",One year,37,68.1,Yes,0,2,Low
"1539-LNKHM",Month-to-month,12,20.4,No internet service,0,2,Low
"8645-KOMJQ",Two year,69,81.95,Yes,0,7,High
"0289-IVARM",Month-to-month,35,60.55,No,0,2,Low
"9761-XUJWD",Month-to-month,5,65.6,Yes,0,7,High
"4057-FKCZK",Two year,58,82.5,No,0,7,High
"4291-TPNFG",Two year,72,82.3,Yes,0,7,High
"6087-YPWHO",Two year,72,68.15,Yes,0,2,Low
"3090-QFUVD",Month-to-month,1,20.3,No internet service,0,7,High
"2237-ZFSMY",One year,39,95.55,Yes,1,7,High
"1722-LDZJS",One year,53,20.2,No internet service,0,2,Low
"1818-ESQMW",Month-to-month,27,89.2,Yes,0,7,High
"4871-JTKJF",Month-to-month,1,69.65,No,1,7,High
"1415-YFWLT",Month-to-month,1,89.3,No,1,7,High
"7401-RUBNK",Month-to-month,18,74.8,No,0,5,High
"0506-YLVKJ",Two year,46,20.2,No internet service,0,2,Low
"8661-BOYNW",Two year,72,84.4,Yes,0,7,High
"6711-VTNRE",Month-to-month,36,87.55,Yes,1,7,High
"4815-GBTCD",Month-to-month,4,25.15,No,0,7,High
"2805-AUFQN",Two year,25,19.8,No internet service,0,2,Low
"0980-PVMRC",Month-to-month,40,50.85,No,0,2,Low
"7233-DRTRF",Month-to-month,63,102.4,No,0,7,High
"3500-RMZLT",Month-to-month,15,96.3,Yes,1,7,High
"3873-NFTGI",Month-to-month,14,55.5,No,0,2,Low
"1162-ECVII",Two year,72,109.75,Yes,0,7,High
"7048-GXDAY",Month-to-month,39,106.4,No,0,7,High
"8571-ZCMCX",Two year,47,60.0,No,0,2,Low
